Times	Tissue-specific mutated genes	Subnetwork member genes	Tissue
24	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
25	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
26	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
27	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
28	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
29	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
30	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
31	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
32	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
33	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
34	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
35	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
36	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
37	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
38	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
39	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
40	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
41	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
42	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
43	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
44	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
45	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
46	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
47	EZH2	WDHD1|HJURP|EZH2|FEN1|ZWINT|NUSAP1|CDC6|NCAPH|TIMELESS|NEK2|CDT1|MCM3|NUF2|KIFC1|CCNB1|UHRF1|SMC4|CHAF1B|HIST1H4A|TPX2|CEP55|CDCA5|SMC2|SNCA|EXO1|RELB|DNMT1|CDC20|HELLS|PRC1|DTL|CDCA8|ASF1B|KPNA2|GSG2|NDC80|BRCA1|RRM2|TNF|CENPH|AURKA|GTSE1|SKA1|KIF2C|CHEK1|KIF4A|BUB1|RAD51|TOP2A|RFC3	Skin
