Times	Tissue-specific mutated genes	Subnetwork member genes	Tissue
2203	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2204	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2205	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2206	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2207	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2208	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2209	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2210	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2211	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2212	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2213	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2214	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2215	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2216	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2217	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2218	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2219	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2220	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2221	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2222	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2223	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2224	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2225	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2226	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2227	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2228	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2229	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2230	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2231	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2232	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2233	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2234	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2235	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2236	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2237	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2238	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2239	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2240	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2241	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2242	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2243	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2244	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2245	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2246	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2247	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2248	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2249	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2250	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2251	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2252	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2253	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2254	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2255	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2256	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2257	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2258	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2259	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2260	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2261	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2262	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2263	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2264	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2265	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2266	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2267	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2268	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2269	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2270	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2271	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2272	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2273	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2274	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2275	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2276	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
2277	RYR2	RYR1|MYL2|KLHL41|TRIM54|FKBP1B|MSTN|TNNT1|LMOD3|MYOZ1|MYH2|TRIM63|CACNA1S|TMOD4|CKM|KLHL40|MYOT|C10orf71|RYR2|CASQ2|C8orf34|S100A1|MYH7|TRDN|XIRP2|CASQ1|TNNC1|AKAP6|TCAP|TTN|ACTN2|FITM1	Skin
