Times	Tissue-specific mutated genes	Subnetwork member genes	Tissue
2314	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2315	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2316	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2317	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2318	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2319	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2320	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2321	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2322	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2323	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2324	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2325	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2326	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2327	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2328	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2329	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2330	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2331	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2332	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2333	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2334	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2335	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2336	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2337	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2338	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2339	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2340	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2341	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2342	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2343	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2344	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2345	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2346	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2347	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2348	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2349	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2350	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2351	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2352	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2353	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2354	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2355	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2356	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2357	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2358	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2359	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2360	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2361	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2362	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2363	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2364	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2365	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2366	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2367	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2368	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2369	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2370	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2371	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2372	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2373	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2374	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
2375	GNAQ	GNAT1|GNG5|RIC8B|GNA11|GNA13|PLCB1|GRK2|GNG4|GNB5|RGS4|GNG12|GNAI3|PAK3|CYTH2|ZDHHC17|GNG3|EFR3A|GNAI1|GNB2|NRAS|GNAS|GNAQ|GNB4|RIC8A|CACNA1D|CYTH1|GNA12|IPCEF1|GNA14|GNAO1|ARHGEF1|GNAZ|CYTH3|RGS7|GNB3|GNB1|GNAT2	Skin
