A1BG	ADH1A
A1BG	AGXT
A1BG	AHSG
A1BG	AKR1C4
A1BG	ALB
A1BG	ALDH8A1
A1BG	AMBP
A1BG	ANG
A1BG	APCS
A1BG	APOA1
A1BG	APOA2
A1BG	APOA4
A1BG	APOB
A1BG	APOC1
A1BG	APOC2
A1BG	APOC3
A1BG	APOH
A1BG	APOM
A1BG	ASPDH
A1BG	AZGP1
A1BG	C3
A1BG	C5
A1BG	C6
A1BG	C8B
A1BG	C8G
A1BG	C9
A1BG	CFB
A1BG	CFH
A1BG	CFHR1
A1BG	CFHR2
A1BG	CFI
A1BG	CP
A1BG	CPB2
A1BG	CPN2
A1BG	CYP4F2
A1BG	F2
A1BG	F7
A1BG	F11
A1BG	F12
A1BG	FABP1
A1BG	FGA
A1BG	FGB
A1BG	FGG
A1BG	GC
A1BG	GPLD1
A1BG	HABP2
A1BG	HP
A1BG	HPR
A1BG	HPX
A1BG	HRG
A1BG	ITIH1
A1BG	ITIH2
A1BG	ITIH3
A1BG	ITIH4
A1BG	KLKB1
A1BG	KNG1
A1BG	ORM1
A1BG	ORM2
A1BG	PLG
A1BG	PON1
A1BG	PON3
A1BG	PROC
A1BG	RBP4
A1BG	SARDH
A1BG	SERPINA1
A1BG	SERPINA4
A1BG	SERPINC1
A1BG	SERPIND1
A1BG	SERPINF2
A1BG	SERPING1
A1BG	TF
A1BG	TTR
A1BG	VTN
ADH1A	ADH1B
ADH1A	ADH1C
ADH1A	ADH4
ADH1A	ADH5
ADH1A	AKR1A1
ADH1A	AKR1C4
ADH1A	APOA4
ADH1A	CDO1
ADH1A	CEBPA
ADH1A	CYP4F2
ADH1A	FMO3
ADH1A	SERPIND1
ADH1A	TTC36
ADH1A	UGT2B15
AGXT	ABCG5
AGXT	ABCG8
AGXT	ACOX1
AGXT	ACOX2
AGXT	ACSM2A
AGXT	ACSM2B
AGXT	ADH4
AGXT	AKR1C4
AGXT	AKR1D1
AGXT	ALB
AGXT	ALDH2
AGXT	ALDH5A1
AGXT	ALDH8A1
AGXT	ANG
AGXT	APOA4
AGXT	APOA5
AGXT	APOC2
AGXT	APOC3
AGXT	APOH
AGXT	APOM
AGXT	ASS1
AGXT	BHMT
AGXT	BHMT2
AGXT	BMI1
AGXT	BPHL
AGXT	CLYBL
AGXT	CMBL
AGXT	CRYL1
AGXT	CYP2A6
AGXT	CYP2B6
AGXT	CYP2C8
AGXT	CYP2C9
AGXT	CYP4A11
AGXT	CYP4F2
AGXT	DAO
AGXT	DMGDH
AGXT	ECHS1
AGXT	ECI2
AGXT	ETNPPL
AGXT	F11
AGXT	F12
AGXT	FMO3
AGXT	FTCD
AGXT	GCGR
AGXT	GLS2
AGXT	GLYATL1
AGXT	GNMT
AGXT	GRHPR
AGXT	GYS2
AGXT	HRG
AGXT	HSD17B6
AGXT	ITIH1
AGXT	KLKB1
AGXT	KNG1
AGXT	MAT1A
AGXT	MLXIPL
AGXT	PCBD1
AGXT	PCK2
AGXT	PHYH
AGXT	PLG
AGXT	PON1
AGXT	PON3
AGXT	PROC
AGXT	RBP4
AGXT	SARDH
AGXT	SCP2
AGXT	SERPINF2
AGXT	SLC10A1
AGXT	SLC27A5
AGXT	TFR2
AGXT	TMPRSS6
AGXT	TTR
AGXT	UPB1
AGXT	UROC1
AGXT	VTN
AGXT	XDH
AHSG	ADH1C
AHSG	AGT
AHSG	ALB
AHSG	AMBP
AHSG	AMDHD1
AHSG	ANG
AHSG	APOA1
AHSG	APOA2
AHSG	APOA4
AHSG	APOB
AHSG	APOC1
AHSG	APOC2
AHSG	APOC3
AHSG	APOH
AHSG	APOL1
AHSG	APOM
AHSG	ARG1
AHSG	AZGP1
AHSG	C2
AHSG	C3
AHSG	C4B
AHSG	C6
AHSG	C8B
AHSG	C8G
AHSG	C9
AHSG	CFB
AHSG	CFH
AHSG	CFHR1
AHSG	CFHR3
AHSG	CFI
AHSG	CLEC3B
AHSG	CPN2
AHSG	CYP2C9
AHSG	CYP2E1
AHSG	CYP4A11
AHSG	CYP4F2
AHSG	DUSP9
AHSG	F2
AHSG	F11
AHSG	F12
AHSG	FBXO2
AHSG	GC
AHSG	GJB1
AHSG	HFE2
AHSG	HPX
AHSG	HRG
AHSG	IGFALS
AHSG	IGFBP1
AHSG	ITIH1
AHSG	ITIH2
AHSG	ITIH3
AHSG	ITIH4
AHSG	KLKB1
AHSG	KNG1
AHSG	ORM1
AHSG	ORM2
AHSG	PLG
AHSG	PON1
AHSG	PROC
AHSG	RBP4
AHSG	SELL
AHSG	SERPINA1
AHSG	SERPINA3
AHSG	SERPINA4
AHSG	SERPINC1
AHSG	SERPIND1
AHSG	SERPINF2
AHSG	SERPING1
AHSG	SLC10A1
AHSG	TF
AHSG	TTR
AHSG	VTN
AKR1C4	A1CF
AKR1C4	ABAT
AKR1C4	ACSM2B
AKR1C4	AIG1
AKR1C4	AKR1A1
AKR1C4	AKR1C1
AKR1C4	AKR1C2
AKR1C4	AKR1C3
AKR1C4	ALDH1L1
AKR1C4	ALDH2
AKR1C4	ALDH7A1
AKR1C4	ALDH8A1
AKR1C4	AMBP
AKR1C4	ANG
AKR1C4	APOB
AKR1C4	APOC3
AKR1C4	APOH
AKR1C4	ARSE
AKR1C4	AZGP1
AKR1C4	BHMT2
AKR1C4	BPHL
AKR1C4	C9
AKR1C4	CMBL
AKR1C4	CPB2
AKR1C4	CRYL1
AKR1C4	CYP2A6
AKR1C4	CYP2C8
AKR1C4	CYP2C9
AKR1C4	CYP2D6
AKR1C4	CYP2E1
AKR1C4	CYP2J2
AKR1C4	CYP4A11
AKR1C4	CYP8B1
AKR1C4	DPYS
AKR1C4	ECI2
AKR1C4	EHHADH
AKR1C4	F2
AKR1C4	F7
AKR1C4	F11
AKR1C4	FABP1
AKR1C4	FAM96A
AKR1C4	FMO3
AKR1C4	GALM
AKR1C4	GJB1
AKR1C4	GLO1
AKR1C4	HABP2
AKR1C4	HAO2
AKR1C4	HFE2
AKR1C4	ITIH1
AKR1C4	PON1
AKR1C4	PON3
AKR1C4	RDH16
AKR1C4	SERPINC1
AKR1C4	SERPIND1
AKR1C4	SLC10A1
AKR1C4	SLC22A1
AKR1C4	SLC27A5
AKR1C4	SMLR1
AKR1C4	SORD
ALB	ADH6
ALB	AFM
ALB	AGT
ALB	AKR1D1
ALB	ALDH1L1
ALB	AMBP
ALB	ANG
ALB	ANGPTL2
ALB	APOA1
ALB	APOA2
ALB	APOA4
ALB	APOB
ALB	APOC1
ALB	APOC2
ALB	APOC3
ALB	APOH
ALB	APOL1
ALB	APOM
ALB	ATRN
ALB	AZGP1
ALB	BHMT2
ALB	BTD
ALB	C1S
ALB	C2
ALB	C3
ALB	C4A
ALB	C4B
ALB	C5
ALB	C6
ALB	C7
ALB	C8B
ALB	C8G
ALB	C9
ALB	CFB
ALB	CFH
ALB	CFHR1
ALB	CFHR3
ALB	CFI
ALB	CHST13
ALB	COL1A1
ALB	COL6A2
ALB	COL6A3
ALB	COL15A1
ALB	CP
ALB	CPB2
ALB	CPN2
ALB	CYP2C8
ALB	CYP4A11
ALB	CYP4F2
ALB	EMILIN1
ALB	F2
ALB	F11
ALB	F12
ALB	FCGRT
ALB	FGB
ALB	FGG
ALB	GC
ALB	GPLD1
ALB	HFE2
ALB	HPX
ALB	HRG
ALB	IGFALS
ALB	ITGA7
ALB	ITIH1
ALB	ITIH2
ALB	KLKB1
ALB	KNG1
ALB	LTF
ALB	ORM1
ALB	ORM2
ALB	PLG
ALB	PON1
ALB	PROC
ALB	PROS1
ALB	RBP4
ALB	SERPINA1
ALB	SERPINA3
ALB	SERPINA4
ALB	SERPINA6
ALB	SERPINC1
ALB	SERPIND1
ALB	SERPINF2
ALB	TF
ALB	TTR
ALB	VTN
ALDH8A1	ALDH6A1
ALDH8A1	ANG
ALDH8A1	APOC2
ALDH8A1	APOH
ALDH8A1	CYP2E1
ALDH8A1	CYP4F2
ALDH8A1	CYP8B1
ALDH8A1	DPYS
ALDH8A1	SERPINF2
ALDH8A1	TFR2
AMBP	A2M
AMBP	AFM
AMBP	AGT
AMBP	ANG
AMBP	APCS
AMBP	APOA1
AMBP	APOA2
AMBP	APOA4
AMBP	APOA5
AMBP	APOB
AMBP	APOC1
AMBP	APOC2
AMBP	APOC3
AMBP	APOC4
AMBP	APOH
AMBP	APOM
AMBP	ASPDH
AMBP	AZGP1
AMBP	C1S
AMBP	C2
AMBP	C3
AMBP	C4A
AMBP	C4B
AMBP	C4BPA
AMBP	C4BPB
AMBP	C5
AMBP	C6
AMBP	C8A
